"Time","cpu_usage"
2023-09-08 08:50:15,19.4%
2023-09-08 08:50:20,22.8%
2023-09-08 08:50:25,12.2%
2023-09-08 08:50:30,10.00%
2023-09-08 08:50:35,13.2%
2023-09-08 08:50:40,3.80%
2023-09-08 08:50:45,10.2%
2023-09-08 08:50:50,9.80%
2023-09-08 08:50:55,21.2%
2023-09-08 08:51:00,17.4%
2023-09-08 08:51:05,17.0%
2023-09-08 08:51:10,21.2%
2023-09-08 08:51:15,16.4%
2023-09-08 08:51:20,8.60%
2023-09-08 08:51:25,10.8%
2023-09-08 08:51:30,12.0%
2023-09-08 08:51:35,10.8%
2023-09-08 08:51:40,16.2%
2023-09-08 08:51:45,6.60%
2023-09-08 08:51:50,11.0%
2023-09-08 08:51:55,15.4%
2023-09-08 08:52:00,17.0%
2023-09-08 08:52:05,21.4%
2023-09-08 08:52:10,19.4%
2023-09-08 08:52:15,18.6%
2023-09-08 08:52:20,18.6%
2023-09-08 08:52:25,12.2%
2023-09-08 08:52:30,21.0%
2023-09-08 08:52:35,11.2%
2023-09-08 08:52:40,15.0%
2023-09-08 08:52:45,11.2%
2023-09-08 08:52:50,11.2%
2023-09-08 08:52:55,6.80%
2023-09-08 08:53:00,10.2%
2023-09-08 08:53:05,17.6%
2023-09-08 08:53:10,13.2%
2023-09-08 08:53:15,9.60%
2023-09-08 08:53:20,18.2%
2023-09-08 08:53:25,19.8%
2023-09-08 08:53:30,9.60%
2023-09-08 08:53:35,16.8%
2023-09-08 08:53:40,16.4%
2023-09-08 08:53:45,8.20%
2023-09-08 08:53:50,9.00%
2023-09-08 08:53:55,11.8%
2023-09-08 08:54:00,9.80%
2023-09-08 08:54:05,17.0%
2023-09-08 08:54:10,21.4%
2023-09-08 08:54:15,20.8%
2023-09-08 08:54:20,13.0%
2023-09-08 08:54:25,14.2%
2023-09-08 08:54:30,16.2%
2023-09-08 08:54:35,20.6%
2023-09-08 08:54:40,14.8%
2023-09-08 08:54:45,12.8%
2023-09-08 08:54:50,17.8%
2023-09-08 08:54:55,11.6%
2023-09-08 08:55:00,22.0%
2023-09-08 08:55:05,18.2%
2023-09-08 08:55:10,27.2%
2023-09-08 08:55:15,15.0%
2023-09-08 08:55:20,7.20%
2023-09-08 08:55:25,14.8%
2023-09-08 08:55:30,23.2%
2023-09-08 08:55:35,24.0%
2023-09-08 08:55:40,19.8%
2023-09-08 08:55:45,18.8%
2023-09-08 08:55:50,29.4%
2023-09-08 08:55:55,20.0%
2023-09-08 08:56:00,21.2%
2023-09-08 08:56:05,28.6%
2023-09-08 08:56:10,25.4%
2023-09-08 08:56:15,27.0%
2023-09-08 08:56:20,16.8%
2023-09-08 08:56:25,13.0%
2023-09-08 08:56:30,25.4%
2023-09-08 08:56:35,25.8%
2023-09-08 08:56:40,14.2%
2023-09-08 08:56:45,18.6%
2023-09-08 08:56:50,25%
2023-09-08 08:56:55,25.8%
2023-09-08 08:57:00,24.8%
2023-09-08 08:57:05,24.2%
2023-09-08 08:57:10,27.8%
2023-09-08 08:57:15,31.0%
2023-09-08 08:57:20,20.8%
2023-09-08 08:57:25,25.4%
2023-09-08 08:57:30,28.8%
2023-09-08 08:57:35,16.2%
2023-09-08 08:57:40,18.2%
2023-09-08 08:57:45,21.8%
2023-09-08 08:57:50,30.4%
2023-09-08 08:57:55,29.2%
2023-09-08 08:58:00,22.0%
2023-09-08 08:58:05,12.6%
2023-09-08 08:58:10,30.4%
2023-09-08 08:58:15,22.2%
2023-09-08 08:58:20,27.4%
2023-09-08 08:58:25,25.2%
2023-09-08 08:58:30,12.0%
2023-09-08 08:58:35,13.6%
2023-09-08 08:58:40,8.80%
2023-09-08 08:58:45,18.8%
2023-09-08 08:58:50,16.2%
2023-09-08 08:58:55,24.6%
2023-09-08 08:59:00,21.0%
2023-09-08 08:59:05,15.8%
2023-09-08 08:59:10,12.4%
2023-09-08 08:59:15,14.8%
2023-09-08 08:59:20,16.0%
2023-09-08 08:59:25,7.00%
2023-09-08 08:59:30,15.4%
2023-09-08 08:59:35,8.20%
2023-09-08 08:59:40,14.0%
2023-09-08 08:59:45,15.4%
2023-09-08 08:59:50,13.2%
2023-09-08 08:59:55,12.8%
2023-09-08 09:00:00,10.4%
2023-09-08 09:00:05,17.4%
2023-09-08 09:00:10,37.6%
2023-09-08 09:00:15,8.00%
2023-09-08 09:00:20,22.0%
2023-09-08 09:00:25,17.8%
2023-09-08 09:00:30,6.40%
2023-09-08 09:00:35,10.2%
2023-09-08 09:00:40,5.20%
2023-09-08 09:00:45,7.60%
2023-09-08 09:00:50,12.8%
2023-09-08 09:00:55,9.40%
2023-09-08 09:01:00,5.40%
2023-09-08 09:01:05,6.80%
2023-09-08 09:01:10,14.0%
2023-09-08 09:01:15,14.4%
2023-09-08 09:01:20,23.8%
2023-09-08 09:01:25,12.8%
2023-09-08 09:01:30,15.0%
2023-09-08 09:01:35,6.20%
2023-09-08 09:01:40,22.2%
2023-09-08 09:01:45,17.0%
2023-09-08 09:01:50,13.2%
2023-09-08 09:01:55,17.0%
2023-09-08 09:02:00,13.2%
2023-09-08 09:02:05,11.8%
2023-09-08 09:02:10,21.8%
2023-09-08 09:02:15,15.6%
2023-09-08 09:02:20,11.0%
2023-09-08 09:02:25,24.0%
2023-09-08 09:02:30,10.4%
2023-09-08 09:02:35,9.80%
2023-09-08 09:02:40,21.6%
2023-09-08 09:02:45,12.0%
2023-09-08 09:02:50,22.6%
2023-09-08 09:02:55,19.2%
2023-09-08 09:03:00,8.80%
2023-09-08 09:03:05,15.0%
2023-09-08 09:03:10,14.0%
2023-09-08 09:03:15,17.4%
2023-09-08 09:03:20,9.00%
2023-09-08 09:03:25,20.2%
2023-09-08 09:03:30,21.6%
2023-09-08 09:03:35,13.8%
2023-09-08 09:03:40,11.0%
2023-09-08 09:03:45,16.6%
2023-09-08 09:03:50,11.0%
2023-09-08 09:03:55,17.8%
2023-09-08 09:04:00,20.4%
2023-09-08 09:04:05,19.8%
2023-09-08 09:04:10,23.8%
2023-09-08 09:04:15,15.2%
2023-09-08 09:04:20,11.8%
2023-09-08 09:04:25,12.8%
2023-09-08 09:04:30,16.4%
2023-09-08 09:04:35,17.8%
2023-09-08 09:04:40,4.40%
2023-09-08 09:04:45,8.20%
2023-09-08 09:04:50,7.60%
2023-09-08 09:04:55,6.40%
2023-09-08 09:05:00,12.6%
2023-09-08 09:05:05,21.6%
2023-09-08 09:05:10,21.4%
2023-09-08 09:05:15,28.6%
2023-09-08 09:05:20,19.2%
2023-09-08 09:05:25,20.0%
2023-09-08 09:05:30,14.0%
2023-09-08 09:05:35,13.2%
2023-09-08 09:05:40,13.0%
2023-09-08 09:05:45,18.0%
2023-09-08 09:05:50,13.6%
2023-09-08 09:05:55,10.4%
2023-09-08 09:06:00,11.4%
2023-09-08 09:06:05,17.4%
2023-09-08 09:06:10,19.2%
2023-09-08 09:06:15,22.8%
2023-09-08 09:06:20,12.0%
2023-09-08 09:06:25,14.0%
2023-09-08 09:06:30,11.0%
2023-09-08 09:06:35,18.2%
2023-09-08 09:06:40,15.6%
2023-09-08 09:06:45,12.0%
2023-09-08 09:06:50,12.6%
2023-09-08 09:06:55,18.2%
2023-09-08 09:07:00,13.4%
2023-09-08 09:07:05,14.0%
2023-09-08 09:07:10,12.6%
2023-09-08 09:07:15,13.4%
2023-09-08 09:07:20,11.2%
2023-09-08 09:07:25,15.6%
2023-09-08 09:07:30,20.8%
2023-09-08 09:07:35,15.4%
2023-09-08 09:07:40,13.6%
2023-09-08 09:07:45,14.0%
2023-09-08 09:07:50,10.2%
2023-09-08 09:07:55,12.2%
2023-09-08 09:08:00,10.00%
2023-09-08 09:08:05,18.8%
2023-09-08 09:08:10,14.4%
2023-09-08 09:08:15,12.2%
2023-09-08 09:08:20,7.00%
2023-09-08 09:08:25,14.2%
2023-09-08 09:08:30,9.80%
2023-09-08 09:08:35,11.2%
2023-09-08 09:08:40,16.0%
2023-09-08 09:08:45,20.0%
2023-09-08 09:08:50,15.0%
2023-09-08 09:08:55,9.40%
2023-09-08 09:09:00,6.20%
2023-09-08 09:09:05,11.8%
2023-09-08 09:09:10,8.20%
2023-09-08 09:09:15,7.40%
2023-09-08 09:09:20,11.6%
2023-09-08 09:09:25,10.0%
2023-09-08 09:09:30,7.60%
2023-09-08 09:09:35,13.8%
2023-09-08 09:09:40,14.0%
2023-09-08 09:09:45,12.4%
2023-09-08 09:09:50,8.40%
2023-09-08 09:09:55,9.60%
2023-09-08 09:10:00,12.0%
2023-09-08 09:10:05,14.6%
2023-09-08 09:10:10,12.4%
2023-09-08 09:10:15,15.8%
2023-09-08 09:10:20,5%
2023-09-08 09:10:25,12.0%
2023-09-08 09:10:30,15.4%
2023-09-08 09:10:35,9.80%
2023-09-08 09:10:40,8.00%
2023-09-08 09:10:45,13.0%
2023-09-08 09:10:50,8.60%
2023-09-08 09:10:55,9.40%
2023-09-08 09:11:00,13.2%
2023-09-08 09:11:05,15.8%
2023-09-08 09:11:10,20.8%
2023-09-08 09:11:15,18.0%
2023-09-08 09:11:20,14.4%
2023-09-08 09:11:25,14.2%
2023-09-08 09:11:30,8.60%
2023-09-08 09:11:35,14.2%
2023-09-08 09:11:40,9.00%
2023-09-08 09:11:45,12.0%
2023-09-08 09:11:50,9.60%
2023-09-08 09:11:55,10.2%
2023-09-08 09:12:00,17.8%
2023-09-08 09:12:05,16.8%
2023-09-08 09:12:10,20.0%
2023-09-08 09:12:15,20.2%
2023-09-08 09:12:20,14.4%
2023-09-08 09:12:25,25.6%
2023-09-08 09:12:30,15.0%
2023-09-08 09:12:35,11.6%
2023-09-08 09:12:40,8.00%
2023-09-08 09:12:45,17.6%
2023-09-08 09:12:50,11.8%
2023-09-08 09:12:55,15.8%
2023-09-08 09:13:00,19.2%
2023-09-08 09:13:05,22.6%
2023-09-08 09:13:10,21.6%
2023-09-08 09:13:15,24.4%
2023-09-08 09:13:20,11.4%
2023-09-08 09:13:25,13.6%
2023-09-08 09:13:30,22.8%
2023-09-08 09:13:35,13.8%
2023-09-08 09:13:40,19.2%
2023-09-08 09:13:45,15.4%
2023-09-08 09:13:50,18.2%
2023-09-08 09:13:55,23.6%
2023-09-08 09:14:00,22.8%
2023-09-08 09:14:05,18.8%
2023-09-08 09:14:10,23.4%
2023-09-08 09:14:15,17.0%
2023-09-08 09:14:20,19.0%
2023-09-08 09:14:25,11.2%
2023-09-08 09:14:30,13.4%
2023-09-08 09:14:35,27.8%
2023-09-08 09:14:40,17.6%
2023-09-08 09:14:45,14.8%
2023-09-08 09:14:50,18.2%
2023-09-08 09:14:55,15.6%
2023-09-08 09:15:00,19.6%
2023-09-08 09:15:05,27.0%
2023-09-08 09:15:10,15.0%
2023-09-08 09:15:15,15.6%
2023-09-08 09:15:20,13.6%
2023-09-08 09:15:25,20.0%
2023-09-08 09:15:30,17.2%
2023-09-08 09:15:35,14.6%
2023-09-08 09:15:40,17.4%
2023-09-08 09:15:45,13.8%
2023-09-08 09:15:50,21.0%
2023-09-08 09:15:55,19.4%
2023-09-08 09:16:00,21.2%
2023-09-08 09:16:05,13.6%
2023-09-08 09:16:10,22.6%
2023-09-08 09:16:15,18.0%
2023-09-08 09:16:20,25.4%
2023-09-08 09:16:25,27.4%
2023-09-08 09:16:30,15.0%
2023-09-08 09:16:35,18.4%
2023-09-08 09:16:40,20.8%
2023-09-08 09:16:45,17.4%
2023-09-08 09:16:50,16.8%
2023-09-08 09:16:55,25.0%
2023-09-08 09:17:00,20.6%
2023-09-08 09:17:05,29.4%
2023-09-08 09:17:10,15.4%
2023-09-08 09:17:15,20.2%
2023-09-08 09:17:20,15.8%
2023-09-08 09:17:25,10.4%
2023-09-08 09:17:30,17.0%
2023-09-08 09:17:35,25.6%
2023-09-08 09:17:40,20.2%
2023-09-08 09:17:45,18.8%
2023-09-08 09:17:50,13.6%
2023-09-08 09:17:55,9.60%
2023-09-08 09:18:00,14.8%
2023-09-08 09:18:05,17.0%
2023-09-08 09:18:10,18.4%
2023-09-08 09:18:15,21.0%
2023-09-08 09:18:20,12.2%
2023-09-08 09:18:25,25.2%
2023-09-08 09:18:30,21.0%
2023-09-08 09:18:35,27.2%
2023-09-08 09:18:40,19.0%
2023-09-08 09:18:45,19.4%
2023-09-08 09:18:50,28.4%
2023-09-08 09:18:55,18.6%
2023-09-08 09:19:00,18.2%
2023-09-08 09:19:05,14.6%
2023-09-08 09:19:10,14.6%
2023-09-08 09:19:15,23.8%
2023-09-08 09:19:20,21.4%
2023-09-08 09:19:25,16.0%
2023-09-08 09:19:30,11.2%
2023-09-08 09:19:35,16.4%
2023-09-08 09:19:40,17.0%
2023-09-08 09:19:45,11.4%
2023-09-08 09:19:50,20.4%
2023-09-08 09:19:55,9.00%
2023-09-08 09:20:00,15.4%
2023-09-08 09:20:05,13.2%
2023-09-08 09:20:10,29.0%
2023-09-08 09:20:15,37.8%
2023-09-08 09:20:20,21.8%
2023-09-08 09:20:25,16.0%
2023-09-08 09:20:30,18.4%
2023-09-08 09:20:35,17.4%
2023-09-08 09:20:40,20.6%
2023-09-08 09:20:45,16.0%
2023-09-08 09:20:50,18.2%
2023-09-08 09:20:55,7.00%
2023-09-08 09:21:00,18.8%
2023-09-08 09:21:05,17.6%
2023-09-08 09:21:10,23.8%
2023-09-08 09:21:15,13.8%
2023-09-08 09:21:20,10.00%
2023-09-08 09:21:25,6.40%
2023-09-08 09:21:30,10.8%
2023-09-08 09:21:35,18.0%
2023-09-08 09:21:40,9.20%
2023-09-08 09:21:45,17.4%
2023-09-08 09:21:50,9.60%
2023-09-08 09:21:55,21.0%
2023-09-08 09:22:00,13.6%
2023-09-08 09:22:05,17.8%
2023-09-08 09:22:10,17.8%
2023-09-08 09:22:15,14.2%
2023-09-08 09:22:20,22.6%
2023-09-08 09:22:25,19.8%
2023-09-08 09:22:30,12.4%
2023-09-08 09:22:35,10.4%
2023-09-08 09:22:40,12.4%
2023-09-08 09:22:45,12.0%
2023-09-08 09:22:50,19.0%
2023-09-08 09:22:55,14.4%
2023-09-08 09:23:00,21.6%
2023-09-08 09:23:05,21.0%
2023-09-08 09:23:10,20.6%
2023-09-08 09:23:15,8.40%
2023-09-08 09:23:20,16.4%
2023-09-08 09:23:25,13.2%
2023-09-08 09:23:30,18.0%
2023-09-08 09:23:35,18.0%
2023-09-08 09:23:40,19.0%
2023-09-08 09:23:45,18.2%
2023-09-08 09:23:50,9.20%
2023-09-08 09:23:55,9.00%
2023-09-08 09:24:00,21.8%
2023-09-08 09:24:05,15.8%
2023-09-08 09:24:10,12.6%
2023-09-08 09:24:15,18.8%
2023-09-08 09:24:20,8.20%
2023-09-08 09:24:25,14.2%
2023-09-08 09:24:30,14.8%
2023-09-08 09:24:35,17.2%
2023-09-08 09:24:40,14.6%
2023-09-08 09:24:45,16.8%
2023-09-08 09:24:50,16.2%
2023-09-08 09:24:55,11.2%
2023-09-08 09:25:00,12.2%
2023-09-08 09:25:05,8.80%
2023-09-08 09:25:10,7.80%
2023-09-08 09:25:15,13.0%
2023-09-08 09:25:20,10.00%
2023-09-08 09:25:25,5.20%
2023-09-08 09:25:30,9.80%
2023-09-08 09:25:35,12.8%
2023-09-08 09:25:40,11.2%
2023-09-08 09:25:45,7.60%
2023-09-08 09:25:50,6.00%
2023-09-08 09:25:55,11.2%
2023-09-08 09:26:00,11.0%
2023-09-08 09:26:05,25.2%
2023-09-08 09:26:10,26.6%
2023-09-08 09:26:15,8.40%
2023-09-08 09:26:20,15.0%
2023-09-08 09:26:25,8.60%
2023-09-08 09:26:30,9.80%
2023-09-08 09:26:35,22.6%
2023-09-08 09:26:40,19.2%
2023-09-08 09:26:45,21.4%
2023-09-08 09:26:50,11.0%
2023-09-08 09:26:55,15.2%
2023-09-08 09:27:00,9.80%
2023-09-08 09:27:05,25.0%
2023-09-08 09:27:10,15.8%
2023-09-08 09:27:15,9.40%
2023-09-08 09:27:20,6.80%
2023-09-08 09:27:25,10.0%
2023-09-08 09:27:30,9.60%
2023-09-08 09:27:35,16.0%
2023-09-08 09:27:40,20.6%
2023-09-08 09:27:45,17.4%
2023-09-08 09:27:50,17.4%
2023-09-08 09:27:55,16.6%
2023-09-08 09:28:00,13.8%
2023-09-08 09:28:05,24.2%
2023-09-08 09:28:10,14.6%
2023-09-08 09:28:15,18.0%
2023-09-08 09:28:20,14.4%
2023-09-08 09:28:25,23.0%
2023-09-08 09:28:30,20.8%
2023-09-08 09:28:35,4.40%
2023-09-08 09:28:40,13.6%
2023-09-08 09:28:45,14.4%
2023-09-08 09:28:50,8.60%
2023-09-08 09:28:55,22.6%
2023-09-08 09:29:00,13.8%
2023-09-08 09:29:05,9.60%
2023-09-08 09:29:10,22.2%
2023-09-08 09:29:15,13.8%
2023-09-08 09:29:20,15.8%
2023-09-08 09:29:25,12.8%
2023-09-08 09:29:30,17.2%
2023-09-08 09:29:35,9.40%
2023-09-08 09:29:40,15.0%
2023-09-08 09:29:45,15.8%
2023-09-08 09:29:50,17.2%
2023-09-08 09:29:55,18.2%
2023-09-08 09:30:00,18.0%
2023-09-08 09:30:05,17.8%
2023-09-08 09:30:10,19.2%
2023-09-08 09:30:15,34.8%
2023-09-08 09:30:20,24.2%
2023-09-08 09:30:25,8.40%
2023-09-08 09:30:30,25.4%
2023-09-08 09:30:35,18.4%
2023-09-08 09:30:40,13.0%
2023-09-08 09:30:45,23.8%
2023-09-08 09:30:50,18.6%
2023-09-08 09:30:55,20.4%
2023-09-08 09:31:00,18.4%
2023-09-08 09:31:05,18.8%
2023-09-08 09:31:10,10.8%
2023-09-08 09:31:15,18.0%
2023-09-08 09:31:20,5.80%
2023-09-08 09:31:25,18.6%
2023-09-08 09:31:30,27.4%
2023-09-08 09:31:35,17.4%
2023-09-08 09:31:40,9.60%
2023-09-08 09:31:45,11.4%
2023-09-08 09:31:50,6.00%
2023-09-08 09:31:55,12.8%
2023-09-08 09:32:00,11.0%
2023-09-08 09:32:05,10.8%
2023-09-08 09:32:10,20.6%
2023-09-08 09:32:15,13.4%
2023-09-08 09:32:20,11.0%
2023-09-08 09:32:25,17.6%
2023-09-08 09:32:30,7.60%
2023-09-08 09:32:35,10.8%
2023-09-08 09:32:40,17.4%
2023-09-08 09:32:45,20.0%
2023-09-08 09:32:50,16.0%
2023-09-08 09:32:55,24.2%
2023-09-08 09:33:00,19.6%
2023-09-08 09:33:05,6.60%
2023-09-08 09:33:10,5.20%
2023-09-08 09:33:15,8.60%
2023-09-08 09:33:20,10.0%
2023-09-08 09:33:25,10.4%
2023-09-08 09:33:30,14.6%
2023-09-08 09:33:35,7.40%
2023-09-08 09:33:40,5.20%
2023-09-08 09:33:45,3.00%
2023-09-08 09:33:50,4.40%
2023-09-08 09:33:55,15.6%
2023-09-08 09:34:00,22.8%
2023-09-08 09:34:05,14.8%
2023-09-08 09:34:10,16.0%
2023-09-08 09:34:15,14.8%
2023-09-08 09:34:20,17.0%
2023-09-08 09:34:25,11.0%
2023-09-08 09:34:30,14.8%
2023-09-08 09:34:35,10.6%
2023-09-08 09:34:40,16.4%
2023-09-08 09:34:45,10.6%
2023-09-08 09:34:50,17.8%
2023-09-08 09:34:55,10.2%
2023-09-08 09:35:00,10.00%
2023-09-08 09:35:05,11.8%
2023-09-08 09:35:10,15.4%
2023-09-08 09:35:15,21.2%
2023-09-08 09:35:20,29.4%
2023-09-08 09:35:25,31.6%
2023-09-08 09:35:30,34.4%
2023-09-08 09:35:35,41.8%
2023-09-08 09:35:40,20.8%
2023-09-08 09:35:45,32.4%
2023-09-08 09:35:50,35.4%
2023-09-08 09:35:55,35.0%
2023-09-08 09:36:00,31.8%
2023-09-08 09:36:05,41.2%
2023-09-08 09:36:10,44.8%
2023-09-08 09:36:15,20.0%
2023-09-08 09:36:20,26.6%
2023-09-08 09:36:25,16.6%
2023-09-08 09:36:30,15.8%
2023-09-08 09:36:35,22.4%
2023-09-08 09:36:40,16.6%
2023-09-08 09:36:45,17.0%
2023-09-08 09:36:50,13.6%
2023-09-08 09:36:55,8.60%
2023-09-08 09:37:00,15.2%
2023-09-08 09:37:05,19.2%
2023-09-08 09:37:10,26.2%
2023-09-08 09:37:15,16.0%
2023-09-08 09:37:20,16.4%
2023-09-08 09:37:25,9.40%
2023-09-08 09:37:30,14.8%
2023-09-08 09:37:35,15.0%
2023-09-08 09:37:40,9.00%
2023-09-08 09:37:45,10.6%
2023-09-08 09:37:50,22.0%
2023-09-08 09:37:55,8.20%
2023-09-08 09:38:00,20.2%
2023-09-08 09:38:05,8.60%
2023-09-08 09:38:10,15.4%
2023-09-08 09:38:15,8.60%
2023-09-08 09:38:20,8.80%
2023-09-08 09:38:25,12.6%
2023-09-08 09:38:30,19.0%
2023-09-08 09:38:35,14.2%
2023-09-08 09:38:40,13.8%
2023-09-08 09:38:45,11.4%
2023-09-08 09:38:50,16.6%
2023-09-08 09:38:55,16.8%
2023-09-08 09:39:00,10.6%
2023-09-08 09:39:05,13.8%
2023-09-08 09:39:10,16.8%
2023-09-08 09:39:15,17.6%
2023-09-08 09:39:20,19.4%
2023-09-08 09:39:25,19.0%
2023-09-08 09:39:30,13.2%
2023-09-08 09:39:35,16.2%
2023-09-08 09:39:40,16.0%
2023-09-08 09:39:45,19.2%
2023-09-08 09:39:50,13.6%
2023-09-08 09:39:55,17.8%
2023-09-08 09:40:00,15.4%
2023-09-08 09:40:05,26.4%
2023-09-08 09:40:10,40.2%
2023-09-08 09:40:15,30.8%
2023-09-08 09:40:20,21.8%
2023-09-08 09:40:25,14.6%
2023-09-08 09:40:30,18.4%
2023-09-08 09:40:35,13.6%
2023-09-08 09:40:40,6.20%
2023-09-08 09:40:45,17.2%
2023-09-08 09:40:50,22.2%
2023-09-08 09:40:55,10.8%
2023-09-08 09:41:00,17.4%
2023-09-08 09:41:05,6.80%
2023-09-08 09:41:10,16.4%
2023-09-08 09:41:15,10.2%
2023-09-08 09:41:20,7.00%
2023-09-08 09:41:25,8.80%
2023-09-08 09:41:30,13.8%
2023-09-08 09:41:35,19.2%
2023-09-08 09:41:40,11.2%
2023-09-08 09:41:45,19.8%
2023-09-08 09:41:50,16.6%
2023-09-08 09:41:55,14.0%
2023-09-08 09:42:00,15.4%
2023-09-08 09:42:05,13.8%
2023-09-08 09:42:10,10.4%
2023-09-08 09:42:15,13.4%
2023-09-08 09:42:20,14.0%
2023-09-08 09:42:25,14.4%
2023-09-08 09:42:30,6.20%
2023-09-08 09:42:35,3.60%
2023-09-08 09:42:40,4.80%
2023-09-08 09:42:45,7.00%
2023-09-08 09:42:50,7.60%
2023-09-08 09:42:55,4.40%
2023-09-08 09:43:00,3.00%
2023-09-08 09:43:05,7.80%
2023-09-08 09:43:10,12.6%
2023-09-08 09:43:15,11.8%
2023-09-08 09:43:20,10.0%
2023-09-08 09:43:25,11.8%
2023-09-08 09:43:30,14.0%
2023-09-08 09:43:35,26.8%
2023-09-08 09:43:40,14.8%
2023-09-08 09:43:45,14.8%
2023-09-08 09:43:50,20.0%
2023-09-08 09:43:55,24.4%
2023-09-08 09:44:00,13.0%
2023-09-08 09:44:05,16.4%
2023-09-08 09:44:10,25.8%
2023-09-08 09:44:15,18.0%
2023-09-08 09:44:20,10.8%
2023-09-08 09:44:25,16.0%
2023-09-08 09:44:30,15.6%
2023-09-08 09:44:35,12.0%
2023-09-08 09:44:40,9.80%
2023-09-08 09:44:45,14.0%
2023-09-08 09:44:50,3.60%
2023-09-08 09:44:55,13.6%
2023-09-08 09:45:00,6.00%
2023-09-08 09:45:05,21.0%
2023-09-08 09:45:10,21.2%
2023-09-08 09:45:15,15.0%
2023-09-08 09:45:20,16.6%
2023-09-08 09:45:25,9.80%
2023-09-08 09:45:30,14.4%
2023-09-08 09:45:35,8.80%
2023-09-08 09:45:40,17.8%
2023-09-08 09:45:45,19.2%
2023-09-08 09:45:50,15.8%
2023-09-08 09:45:55,12.2%
2023-09-08 09:46:00,13.2%
2023-09-08 09:46:05,10.0%
2023-09-08 09:46:10,13.4%
2023-09-08 09:46:15,16.6%
2023-09-08 09:46:20,13.2%
2023-09-08 09:46:25,17.4%
2023-09-08 09:46:30,21.4%
2023-09-08 09:46:35,26.6%
2023-09-08 09:46:40,11.6%
2023-09-08 09:46:45,16.8%
2023-09-08 09:46:50,12.4%
2023-09-08 09:46:55,17.6%
2023-09-08 09:47:00,10.0%
2023-09-08 09:47:05,18.8%
2023-09-08 09:47:10,17.4%
2023-09-08 09:47:15,17.4%
2023-09-08 09:47:20,11.8%
2023-09-08 09:47:25,17.0%
2023-09-08 09:47:30,9.20%
2023-09-08 09:47:35,14.4%
2023-09-08 09:47:40,16.4%
2023-09-08 09:47:45,6.80%
2023-09-08 09:47:50,18.2%
2023-09-08 09:47:55,7.20%
2023-09-08 09:48:00,8.00%
2023-09-08 09:48:05,8.60%
2023-09-08 09:48:10,17.6%
2023-09-08 09:48:15,19.0%
2023-09-08 09:48:20,14.6%
2023-09-08 09:48:25,17.6%
2023-09-08 09:48:30,12.6%
2023-09-08 09:48:35,14.2%
2023-09-08 09:48:40,12.4%
2023-09-08 09:48:45,14.4%
2023-09-08 09:48:50,4.80%
2023-09-08 09:48:55,7.60%
2023-09-08 09:49:00,9.60%
2023-09-08 09:49:05,8.60%
2023-09-08 09:49:10,9.20%
2023-09-08 09:49:15,16.6%
2023-09-08 09:49:20,13.2%
2023-09-08 09:49:25,14.6%
2023-09-08 09:49:30,11.6%
2023-09-08 09:49:35,9.40%
2023-09-08 09:49:40,17.0%
2023-09-08 09:49:45,12.8%
2023-09-08 09:49:50,8.20%
2023-09-08 09:49:55,14.8%
2023-09-08 09:50:00,23.4%
2023-09-08 09:50:05,13.0%
2023-09-08 09:50:10,19.4%
2023-09-08 09:50:15,7.00%
2023-09-08 09:50:20,15.8%
2023-09-08 09:50:25,17.4%
2023-09-08 09:50:30,9.20%
2023-09-08 09:50:35,16.6%
2023-09-08 09:50:40,22.0%
2023-09-08 09:50:45,26.0%
2023-09-08 09:50:50,13.0%
2023-09-08 09:50:55,17.2%
2023-09-08 09:51:00,4.60%
2023-09-08 09:51:05,15.8%
2023-09-08 09:51:10,25.4%
2023-09-08 09:51:15,16.2%
2023-09-08 09:51:20,16.0%
2023-09-08 09:51:25,12.6%
2023-09-08 09:51:30,13.2%
2023-09-08 09:51:35,5.80%
2023-09-08 09:51:40,22.0%
2023-09-08 09:51:45,19.6%
2023-09-08 09:51:50,26.4%
2023-09-08 09:51:55,17.8%
2023-09-08 09:52:00,16.4%
2023-09-08 09:52:05,15.2%
2023-09-08 09:52:10,16.4%
2023-09-08 09:52:15,16.6%
2023-09-08 09:52:20,10.8%
2023-09-08 09:52:25,16.2%
2023-09-08 09:52:30,18.2%
2023-09-08 09:52:35,22.4%
2023-09-08 09:52:40,8.00%
2023-09-08 09:52:45,14.2%
2023-09-08 09:52:50,23.0%
2023-09-08 09:52:55,16.6%
2023-09-08 09:53:00,18.8%
2023-09-08 09:53:05,19.8%
2023-09-08 09:53:10,17.4%
2023-09-08 09:53:15,23.8%
2023-09-08 09:53:20,5.20%
2023-09-08 09:53:25,11.8%
2023-09-08 09:53:30,10.8%
2023-09-08 09:53:35,16.4%
2023-09-08 09:53:40,14.4%
2023-09-08 09:53:45,20.0%
2023-09-08 09:53:50,18.0%
2023-09-08 09:53:55,20.2%
2023-09-08 09:54:00,21.0%
2023-09-08 09:54:05,21.4%
2023-09-08 09:54:10,18.2%
2023-09-08 09:54:15,15.4%
2023-09-08 09:54:20,15.0%
2023-09-08 09:54:25,17.2%
2023-09-08 09:54:30,14.2%
2023-09-08 09:54:35,17.0%
2023-09-08 09:54:40,12.8%
2023-09-08 09:54:45,14.2%
2023-09-08 09:54:50,13.0%
2023-09-08 09:54:55,18.4%
